CURSO_ACADEMICO;CENTRO;ESTUDIO;TIPO_ESTUDIO;ALUMNOS_MATRICULADOS;ALUMNOS_NUEVO_INGRESO;PLAZAS_OFERTADAS;ALUMNOS_GRADUADOS;ALUMNOS_ADAPTA_GRADO_MATRI;ALUMNOS_ADAPTA_GRADO_MATRI_NI;ALUMNOS_ADAPTA_GRADO_TITULADO;ALUMNOS_CON_RECONOCIMIENTO;ALUMNOS_MOVILIDAD_ENTRADA;ALUMNOS_MOVILIDAD_SALIDA;CREDITOS_MATRICULADOS;CREDITOS_RECONOCIDOS;DURACION_MEDIA_GRADUADOS;TASA_EXITO;TASA_RENDIMIENTO;TASA_EFICIENCIA;TASA_ABANDONO;TASA_GRADUACION;FECHA_ACTUALIZACION
2018;Facultad de Filosofía y Letras;5-Historia del Arte;Licenciatura o equivalente;;;;0;;;0;;;;;;;;;;;;27/09/2020
2018;Escuela de Ingeniería y Arquitectura;6-Ingeniero Técnico Industrial, Esp. Mecánica;Diplomatura o equivalente;;;;0;;;0;;;;;;;;;;;;27/09/2020
2018;Facultad de Ciencias Sociales y Humanas de Teruel;5-Licenciado en Ciencias del Trabajo;Licenciatura o equivalente;;;;0;;;0;;;;;;;;;;;;27/09/2020
2018;Facultad de Educación;5-Licenciado en Psicopedagogía;Licenciatura o equivalente;;;;0;;;0;;;;;;;;;;;;27/09/2020
2018;Facultad de Ciencias de la Salud y del Deporte;6-Diplomado en Nutrición Humana;Diplomatura o equivalente;;;;0;;;0;;;;;;;;;;;;27/09/2020
2018;Escuela Politécnica Superior;5-Ingeniero Agrónomo;Licenciatura o equivalente;;;;0;;;0;;;;;;;;;;;;27/09/2020
2018;Facultad de Filosofía y Letras;5-Licenciado en Filosofía;Licenciatura o equivalente;;;;0;;;0;;;;;;;;;;;;27/09/2020
2018;Facultad de Ciencias;2-Biología Molecular y Celular;Máster;21;20;30;17;0;0;0;0;;1;1170.00;0.00;1.00;98.87;92.59;100.00;0.00;100.00;27/09/2020
2018;Facultad de Ciencias;2-Física y Tecnologías Físicas;Máster;13;11;30;12;0;0;0;0;1;4;737.00;0.00;1.09;99.16;93.79;97.61;9.09;90.91;27/09/2020
2018;Facultad de Filosofía y Letras;2-Gestión del Patrimonio Cultural;Máster;40;37;35;32;0;0;0;1;1;0;2290.00;10.00;1.06;98.50;91.79;97.79;5.41;83.78;27/09/2020
2018;Facultad de Filosofía y Letras;2-Tec.Información Geográfica para Ordenación Territorio: Sig/Teled;Máster;31;23;25;27;0;0;0;0;;0;1498.50;0.00;1.19;100.00;96.80;96.31;0.00;91.30;27/09/2020
2018;Facultad de Ciencias de la Salud;2-Gerontología Social;Máster;36;35;36;32;0;0;0;0;;0;2114.00;0.00;1.03;100.00;97.30;99.38;2.86;94.29;27/09/2020
2018;Facultad de Ciencias Sociales y del Trabajo;2-Relaciones de Género;Máster;40;30;30;27;0;0;0;1;2;0;1938.00;6.00;1.15;100.00;91.33;97.12;10.00;83.33;27/09/2020
2018;Facultad de Economía y Empresa;2-Contabilidad y finanzas;Máster;23;14;30;9;0;0;0;0;;0;906.00;0.00;1.67;96.94;77.04;88.24;10.00;80.00;27/09/2020
2018;Facultad de Economía y Empresa;2-Economía;Máster;16;13;30;11;0;0;0;0;1;0;834.00;0.00;1.00;100.00;92.81;100.00;7.69;84.62;27/09/2020
2018;Facultad de Medicina;2-Iniciación a la investigación en Medicina;Máster;64;60;60;60;0;0;0;59;;0;3432.00;300.00;1.05;100.00;96.45;96.39;0.00;98.25;27/09/2020
2018;Facultad de Veterinaria;2-Nutrición animal;Máster;17;1;1;16;0;0;0;0;;0;1020.00;0.00;1.94;100.00;94.12;100.00;0.00;100.00;27/09/2020
2018;Escuela de Ingeniería y Arquitectura;2-Ingeniería biomédica;Máster;56;21;30;30;0;0;0;1;2;2;1978.00;12.00;1.96;99.82;85.75;97.11;10.53;52.63;27/09/2020
2018;Facultad de Empresa y Gestión Pública;2-Dirección y planificación del turismo;Máster;43;19;30;21;0;0;0;6;8;0;1500.00;324.00;1.52;95.00;72.20;82.03;15.79;52.63;27/09/2020
2018;Facultad de Ciencias;4-Movilidad para máster;Movilidad de entrada;3;0;;;0;0;;0;1;0;22.00;0.00;;;;;;;27/09/2020
2018;Facultad de Filosofía y Letras;4-Movilidad para máster;Movilidad de entrada;5;0;;;0;0;;0;;0;192.00;0.00;;;;;;;27/09/2020
2018;Escuela de Ingeniería y Arquitectura;4-Movilidad para máster;Movilidad de entrada;38;0;;;0;0;;0;;0;673.50;0.00;;;;;;;27/09/2020
2018;Facultad de Empresa y Gestión Pública;4-Movilidad para máster;Movilidad de entrada;6;0;;;0;0;;0;;0;324.00;0.00;;;;;;;27/09/2020
2018;Facultad de Ciencias de la Salud y del Deporte;4-Movilidad para máster;Movilidad de entrada;1;0;;;0;0;;0;;0;30.00;0.00;;100.00;100.00;;;;27/09/2020
2018;Facultad de Ciencias;2-Materiales nanoestructurados para aplicaciones nanotecnológicas;Máster;13;12;25;11;0;0;0;0;3;0;734.00;0.00;1.00;100.00;95.50;100.00;0.00;91.67;27/09/2020
2018;Facultad de Filosofía y Letras;2-Traducción de textos especializados;Máster;3;0;;3;0;0;0;0;;0;18.00;0.00;4.67;100.00;100.00;78.95;;;27/09/2020
2018;Facultad de Economía y Empresa;2-Sociología de las Políticas Públicas y Sociales;Máster;23;17;25;18;0;0;0;0;5;0;1080.00;0.00;1.07;100.00;96.30;94.10;0.00;100.00;27/09/2020
2018;Facultad de Economía y Empresa;2-Unión Europea;Máster;;;;0;;;0;;;;;;;;;;;;27/09/2020
2018;Facultad de Educación;2-Aprendizaje a lo largo de la vida: Iniciación a la investigación;Máster;27;18;40;12;0;0;0;11;;0;1033.00;144.00;1.00;99.16;80.45;94.75;12.50;75.00;27/09/2020
2018;Facultad de Filosofía y Letras;2-Investigación y Estudios Avanzados en Historia;Máster;13;11;40;12;0;0;0;0;1;0;726.00;0.00;1.17;100.00;98.35;91.60;0.00;90.91;27/09/2020
2018;Facultad de Filosofía y Letras;2-Estudios Avanzados en Historia del Arte;Máster;25;21;35;11;0;0;0;4;;0;1191.00;120.00;1.18;89.94;77.71;96.51;6.25;75.00;27/09/2020
2018;Escuela de Ingeniería y Arquitectura;2-Energías Renovables y Eficiencia Energética;Máster;42;16;75;18;0;0;0;3;32;2;1429.00;22.00;2.08;96.57;81.88;96.60;18.18;54.55;27/09/2020
2018;Facultad de Filosofía y Letras;2-Historia Contemporánea;Máster;23;18;40;10;0;0;0;0;3;1;1040.00;0.00;1.11;98.82;82.27;93.75;15.38;69.23;27/09/2020
2018;Facultad de Filosofía y Letras;2-Ordenación Territorial y Medioambiental;Máster;21;18;25;11;0;0;0;0;5;0;1074.00;0.00;1.10;96.53;77.65;98.06;0.00;83.33;27/09/2020
2018;Escuela de Ingeniería y Arquitectura;2-Ingeniería Electrónica;Máster;20;14;30;7;0;0;0;2;1;0;836.00;76.00;1.00;99.10;79.31;98.84;10.00;70.00;27/09/2020
2018;Facultad de Educación;2-Profesorado E.S.O., F.P. y Ens. Idiom, Art y Deport;Máster;628;514;510;473;0;0;0;71;1;0;30994.00;1946.00;1.14;99.20;94.47;98.11;3.63;88.89;27/09/2020
2018;Facultad de Ciencias Humanas y de la Educación;2-Profesorado E.S.O., F.P. y Ens. Idiom, Art y Deport;Máster;34;30;30;25;0;0;0;2;;0;1778.00;93.00;1.08;99.65;96.31;98.68;3.45;86.21;27/09/2020
2018;Facultad de Ciencias Sociales y Humanas de Teruel;2-Profesorado E.S.O., F.P. y Ens. Idiom, Art y Deport;Máster;30;28;30;23;0;0;0;1;;0;1610.00;54.00;1.13;99.42;97.27;99.14;0.00;100.00;27/09/2020
2018;Facultad de Medicina;2-Salud pública;Máster;26;17;30;20;0;0;0;1;;0;1154.00;20.00;1.43;100.00;92.72;93.75;0.00;81.25;27/09/2020
2018;Facultad de Medicina;2-Cond. genéticos, nutric. y amb. del crec. y desarrollo;Máster;42;25;25;12;0;0;0;0;;0;1448.00;0.00;1.00;99.93;98.62;100.00;57.14;28.57;27/09/2020
2018;Facultad de Derecho;2-Prevención de riesgos laborales;Máster;27;24;30;22;0;0;0;8;;0;1407.00;445.00;1.06;100.00;92.61;99.55;5.88;88.24;27/09/2020
2018;Facultad de Ciencias;2-Erasmus Mundus en Ingeniería de Membranas;Máster;5;0;;5;0;0;0;6;;0;300.00;380.00;;100.00;100.00;;;;27/09/2020
2018;Escuela de Ingeniería y Arquitectura;2-Arquitectura;Máster;52;28;80;35;0;0;0;0;6;0;2358.00;0.00;1.64;99.36;79.01;75.03;0.00;81.48;27/09/2020
2018;Facultad de Ciencias;2-Modelización e Investigación Matemática, Estadística y Computación;Máster;18;14;17;12;0;0;0;1;2;1;798.00;24.00;1.09;100.00;89.92;98.21;0.00;100.00;27/09/2020
2018;Facultad de Derecho;2-Abogacía;Máster;176;97;100;76;0;0;0;2;;0;8202.00;15.00;2.01;99.85;99.11;99.72;2.06;89.69;27/09/2020
2018;Facultad de Ciencias Humanas y de la Educación;2-Estudios Avanzados sobre el Lenguaje, la Comunicación y sus Patologías;Máster;10;4;20;7;0;0;0;1;;0;327.00;9.00;1.43;100.00;87.16;91.06;0.00;100.00;27/09/2020
2018;Escuela de Ingeniería y Arquitectura;2-Ingeniería Química;Máster;29;16;40;8;0;0;0;0;4;1;1366.50;0.00;2.00;99.52;93.94;100.00;0.00;76.92;27/09/2020
2018;Escuela de Ingeniería y Arquitectura;2-Ingeniería Industrial;Máster;250;99;240;90;0;0;0;3;14;46;12435.00;88.50;2.24;95.21;88.35;94.36;1.30;19.48;27/09/2020
2018;Escuela de Ingeniería y Arquitectura;2-Ingeniería de Telecomunicación;Máster;26;15;60;6;0;0;0;0;;2;1360.50;0.00;2.00;96.56;88.00;99.31;0.00;33.33;27/09/2020
2018;Escuela de Ingeniería y Arquitectura;2-Ingeniería Informática;Máster;18;8;60;6;0;0;0;1;;2;648.00;6.00;2.00;95.43;85.20;89.55;0.00;50.00;27/09/2020
2018;Escuela de Ingeniería y Arquitectura;2-Ingeniería Mecánica;Máster;16;7;30;6;0;0;0;0;6;0;478.50;0.00;1.33;100.00;84.95;91.60;0.00;100.00;27/09/2020
2018;Facultad de Ciencias;2-Química Industrial;Máster;23;19;50;18;0;0;0;0;1;0;1128.00;0.00;1.11;100.00;97.61;98.36;0.00;94.12;27/09/2020
2018;Facultad de Ciencias;2-Geología: Técnicas y Aplicaciones;Máster;9;5;30;9;0;0;0;0;1;0;348.00;0.00;1.56;100.00;100.00;90.00;0.00;100.00;27/09/2020
2018;Facultad de Ciencias;2-Química Molecular y Catálisis Homogénea;Máster;17;15;25;15;0;0;0;0;4;1;912.00;0.00;1.07;99.29;95.24;96.77;0.00;100.00;27/09/2020
2018;Facultad de Ciencias;2-Nanotecnología Medioambiental;Máster;;;0;;;;;;;;;;;;;;;;27/09/2020
2018;Facultad de Economía y Empresa;2-Auditoría;Máster;41;32;32;31;0;0;0;0;;0;2004.00;0.00;1.13;97.81;93.76;98.73;6.67;93.33;27/09/2020
2018;Escuela Politécnica Superior;2-Ingeniería Agronómica;Máster;30;17;40;3;0;0;0;5;;1;1153.50;76.50;2.00;92.55;80.77;95.74;0.00;100.00;27/09/2020
2018;Facultad de Ciencias de la Salud y del Deporte;2-Evaluación y Entrenamiento Físico para la Salud;Máster;19;13;20;15;0;0;0;0;1;1;912.00;0.00;1.46;98.14;89.80;96.15;8.33;83.33;27/09/2020
2018;Facultad de Filosofía y Letras;2-Estudios Avanzados de Literatura y Cine en Lengua Inglesa;Máster;3;0;;1;0;0;0;0;;0;45.00;0.00;;100.00;33.33;66.67;;;27/09/2020
2018;Facultad de Filosofía y Letras;2-Mundo Antiguo y Patrimonio Arqueológico;Máster;14;13;30;11;0;0;0;0;1;0;748.00;0.00;1.09;100.00;98.40;98.21;9.09;90.91;27/09/2020
2018;Facultad de Ciencias de la Salud;2-Iniciación a la Investigación en Ciencias de la Enfermería;Máster;25;20;30;20;0;0;0;0;;0;1242.00;0.00;1.20;100.00;95.41;96.15;5.26;84.21;27/09/2020
2018;Facultad de Economía y Empresa;2-Dirección, Estrategia y Marketing;Máster;14;12;30;10;0;0;0;0;2;0;726.00;0.00;1.00;100.00;90.91;100.00;0.00;100.00;27/09/2020
2018;Facultad de Ciencias Sociales y Humanas de Teruel;2-Psicología General Sanitaria;Máster;62;30;30;29;0;0;0;0;;0;2702.00;0.00;2.10;100.00;97.56;98.64;0.00;82.76;27/09/2020
2018;Escuela de Ingeniería y Arquitectura;2-Ingeniería de Diseño de Producto;Máster;10;6;30;6;0;0;0;0;4;0;330.00;0.00;2.00;100.00;90.91;86.21;0.00;75.00;27/09/2020
2018;Facultad de Filosofía y Letras;2-Literaturas Hispánicas y Lengua Española: Tradición e Identidades;Máster;4;0;;3;0;0;0;0;;0;48.00;0.00;2.00;100.00;75.00;83.33;;;27/09/2020
2018;Facultad de Filosofía y Letras;2-Consultoría de Información y Comunicación Digital;Máster;34;23;25;14;0;0;0;8;1;0;1416.00;48.00;1.17;96.51;70.34;97.14;35.00;55.00;27/09/2020
2018;Facultad de Veterinaria;2-Calidad, Seguridad y Tecnología de los Alimentos;Máster;25;21;30;20;0;0;0;0;;0;1239.00;0.00;1.05;100.00;98.06;99.01;0.00;100.00;27/09/2020
2018;Facultad de Ciencias;2-Biotecnología Cuantitativa;Máster;9;9;20;8;0;0;0;0;2;0;540.00;0.00;1.00;100.00;88.89;100.00;11.11;88.89;27/09/2020
2018;Facultad de Derecho;2-Gestión Administrativa;Máster;16;15;30;12;0;0;0;0;;0;876.00;0.00;1.00;98.56;93.84;100.00;7.14;92.86;27/09/2020
2018;Facultad de Filosofía y Letras;2-Investigación en Filosofía;Máster;16;14;12;9;0;0;0;0;;0;792.00;0.00;1.22;97.65;78.79;100.00;0.00;63.64;27/09/2020
2018;Centro Universitario de la Defensa de Zaragoza;2-Dirección y Gestión de Adquisiciones de Sistemas para la Defensa;Máster;54;25;25;30;0;0;0;6;;0;1602.00;72.00;1.00;100.00;99.50;100.00;0.00;100.00;27/09/2020
2018;Facultad de Derecho;2-Derecho de la Administración Pública;Máster;19;19;20;9;0;0;0;1;;0;945.00;18.00;1.00;94.82;75.56;100.00;8.33;75.00;27/09/2020
2018;Escuela de Doctorado;3-PD Ciencias de la antigüedad;Doctorado;56;6;30;10;0;0;0;0;;0;0.00;0.00;3.60;;;;;;27/09/2020
2018;Escuela de Doctorado;3-PD Estudios ingleses;Doctorado;33;8;12;0;0;0;0;0;;0;0.00;0.00;;;;;;;27/09/2020
2018;Escuela de Doctorado;3-PD Literaturas hispánicas;Doctorado;27;7;25;3;0;0;0;0;;0;0.00;0.00;3.80;;;;;;27/09/2020
2018;Escuela de Doctorado;3-PD Filosofía;Doctorado;25;11;8;2;0;0;0;0;;0;0.00;0.00;4.60;;;;;;27/09/2020
2018;Escuela de Doctorado;3-PD Historia contemporánea;Doctorado;42;8;15;1;0;0;0;0;;0;0.00;0.00;3.92;;;;;;27/09/2020
2018;Escuela de Doctorado;3-PD Historia del arte;Doctorado;60;14;20;5;0;0;0;0;;0;0.00;0.00;4.23;;;;;;27/09/2020
2018;Escuela de Doctorado;3-PD Historia, sociedad y cultura: épocas medieval y moderna;Doctorado;21;4;8;6;0;0;0;0;;0;0.00;0.00;3.08;;;;;;27/09/2020
2018;Escuela de Doctorado;3-PD Lingüística hispánica;Doctorado;38;2;20;0;0;0;0;0;;0;0.00;0.00;;;;;;;27/09/2020
2018;Escuela de Doctorado;3-PD Bioquímica y biología molecular;Doctorado;87;21;30;14;0;0;0;0;;0;0.00;0.00;3.84;;;;;;27/09/2020
2018;Escuela de Doctorado;3-PD Calidad, seguridad y tecnología de los alimentos;Doctorado;25;7;20;9;0;0;0;0;;0;0.00;0.00;3.87;;;;;;27/09/2020
2018;Escuela de Doctorado;3-PD Ciencia analítica en química;Doctorado;32;11;20;6;0;0;0;0;;0;0.00;0.00;3.84;;;;;;27/09/2020
2018;Escuela de Doctorado;3-PD Física;Doctorado;66;14;50;5;0;0;0;0;;2;0.00;0.00;3.56;;;;;;27/09/2020
2018;Escuela de Doctorado;3-PD Geología;Doctorado;45;11;11;7;0;0;0;0;;0;0.00;0.00;5.10;;;;;;27/09/2020
2018;Escuela de Doctorado;3-PD Matemáticas y estadística;Doctorado;12;3;5;1;0;0;0;0;;0;0.00;0.00;3.57;;;;;;27/09/2020
2018;Escuela de Doctorado;3-PD Producción animal;Doctorado;13;2;6;2;0;0;0;0;;0;0.00;0.00;3.99;;;;;;27/09/2020
2018;Escuela de Doctorado;3-PD Química física;Doctorado;11;4;10;2;0;0;0;0;;0;0.00;0.00;3.46;;;;;;27/09/2020
2018;Escuela de Doctorado;3-PD Química inorgánica;Doctorado;43;8;18;7;0;0;0;0;;0;0.00;0.00;2.89;;;;;;27/09/2020
2018;Escuela de Doctorado;3-PD Química orgánica;Doctorado;25;6;12;6;0;0;0;0;;0;0.00;0.00;4.09;;;;;;27/09/2020
2018;Escuela de Doctorado;3-PD Ciencias biomédicas y biotecnológicas;Doctorado;37;7;20;4;0;0;0;0;;0;0.00;0.00;3.34;;;;;;27/09/2020
2018;Escuela de Doctorado;3-PD Ciencias de la salud y del deporte;Doctorado;110;21;30;15;0;0;0;0;;0;0.00;0.00;3.43;;;;;;27/09/2020
2018;Escuela de Doctorado;3-PD Medicina;Doctorado;291;75;75;26;0;0;0;0;;0;0.00;0.00;3.33;;;;;;27/09/2020
2018;Escuela de Doctorado;3-PD Medicina y sanidad animal;Doctorado;48;7;15;5;0;0;0;0;;0;0.00;0.00;3.64;;;;;;27/09/2020
2018;Escuela de Doctorado;3-PD Contabilidad y finanzas;Doctorado;40;11;20;2;0;0;0;0;;0;0.00;0.00;4.43;;;;;;27/09/2020
2018;Escuela de Doctorado;3-PD Derecho;Doctorado;102;23;20;8;0;0;0;0;;0;0.00;0.00;3.84;;;;;;27/09/2020
2018;Escuela de Doctorado;3-PD Derechos humanos y libertades fundamentales;Doctorado;37;5;10;5;0;0;0;0;;0;0.00;0.00;3.36;;;;;;27/09/2020
2018;Escuela de Doctorado;3-PD Economía;Doctorado;50;5;15;6;0;0;0;0;;0;0.00;0.00;3.60;;;;;;27/09/2020
2018;Escuela de Doctorado;3-PD Economía y gestión de las organizaciones;Doctorado;39;13;20;3;0;0;0;0;;0;0.00;0.00;4.13;;;;;;27/09/2020
2018;Escuela de Doctorado;3-PD Educación;Doctorado;97;24;25;10;0;0;0;0;;0;0.00;0.00;3.86;;;;;;27/09/2020
2018;Escuela de Doctorado;3-PD Ordenación del territorio y medio ambiente;Doctorado;42;8;25;6;0;0;0;0;;0;0.00;0.00;4.43;;;;;;27/09/2020
2018;Escuela de Doctorado;3-PD Relaciones de género y estudios feministas;Doctorado;18;4;30;0;0;0;0;0;;0;0.00;0.00;;;;;;;27/09/2020
2018;Escuela de Doctorado;3-PD Sociología de las políticas públicas y sociales;Doctorado;55;16;20;10;0;0;0;0;;0;0.00;0.00;3.01;;;;;;27/09/2020
2018;Escuela de Doctorado;3-PD Ciencias agrarias y del medio natural;Doctorado;39;8;30;4;0;0;0;0;;0;0.00;0.00;4.19;;;;;;27/09/2020
2018;Escuela de Doctorado;3-PD Energías renovables y eficiencia energética;Doctorado;63;13;20;6;0;0;0;0;;0;0.00;0.00;3.38;;;;;;27/09/2020
2018;Escuela de Doctorado;3-PD Ingeniería biomédica;Doctorado;41;10;10;5;0;0;0;0;;0;0.00;0.00;3.27;;;;;;27/09/2020
2018;Escuela de Doctorado;3-PD Ingeniería de diseño y fabricación;Doctorado;33;5;25;4;0;0;0;0;;0;0.00;0.00;3.18;;;;;;27/09/2020
2018;Escuela de Doctorado;3-PD Ingeniería de sistemas e informática;Doctorado;60;18;30;7;0;0;0;0;;0;0.00;0.00;3.85;;;;;;27/09/2020
2018;Escuela de Doctorado;3-PD Ingeniería electrónica;Doctorado;28;4;10;4;0;0;0;0;;0;0.00;0.00;3.28;;;;;;27/09/2020
2018;Escuela de Doctorado;3-PD Ingeniería mecánica;Doctorado;47;13;25;2;0;0;0;0;;0;0.00;0.00;4.40;;;;;;27/09/2020
2018;Escuela de Doctorado;3-PD Ingeniería química y del medio ambiente;Doctorado;72;17;60;14;0;0;0;0;;0;0.00;0.00;3.60;;;;;;27/09/2020
2018;Escuela de Doctorado;3-PD Mecánica de fluidos;Doctorado;10;2;3;1;0;0;0;0;;0;0.00;0.00;3.18;;;;;;27/09/2020
2018;Escuela de Doctorado;3-PD Nuevos territorios en la arquitectura;Doctorado;35;1;10;1;0;0;0;0;;0;0.00;0.00;5.55;;;;;;27/09/2020
2018;Escuela de Doctorado;3-PD Tecnologías de la información y comunicaciones en redes moviles;Doctorado;17;2;10;2;0;0;0;0;;0;0.00;0.00;3.80;;;;;;27/09/2020
2018;Escuela de Doctorado;3-PD Información y Comunicación;Doctorado;30;7;6;1;0;0;0;0;;0;0.00;0.00;3.29;;;;;;27/09/2020
2018;Escuela de Doctorado;3-PD Patrimonio, Sociedades y Espacios de Frontera;Doctorado;10;4;8;1;0;0;0;0;;0;0.00;0.00;1.42;;;;;;27/09/2020
2018;Escuela de Doctorado;3-PD Logística y gestión de la cadena de suministro;Doctorado;3;0;8;;0;0;;0;;0;0.00;0.00;;;;;;;27/09/2020
